pc_timestamp,seq,esp_timestamp_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
2025-11-08 17:04:15.648,235,10,0.013,-0.01,1.013,0.122,0.0,0.0
2025-11-08 17:04:15.648,236,10,0.014,-0.009,1.014,-0.122,0.061,-0.122
2025-11-08 17:04:15.649,237,10,0.014,-0.008,1.013,-0.122,0.244,-0.244
2025-11-08 17:04:15.650,238,10,0.012,-0.01,1.012,0.183,-0.122,0.0
2025-11-08 17:04:15.650,239,10,0.013,-0.008,1.013,0.244,-0.061,-0.061
2025-11-08 17:04:15.709,240,10,0.014,-0.009,1.013,0.061,0.061,-0.183
2025-11-08 17:04:15.709,241,10,0.013,-0.011,1.014,0.0,-0.122,0.061
2025-11-08 17:04:15.709,242,10,0.015,-0.01,1.013,0.061,0.0,0.0
2025-11-08 17:04:15.710,243,10,0.014,-0.01,1.013,-0.061,-0.183,-0.122
2025-11-08 17:04:15.710,244,10,0.014,-0.01,1.014,0.122,0.122,0.061
2025-11-08 17:04:15.711,245,10,0.014,-0.009,1.013,0.0,-0.061,-0.061
2025-11-08 17:04:15.767,246,10,0.014,-0.009,1.011,-0.061,0.122,-0.183
2025-11-08 17:04:15.768,247,10,0.013,-0.01,1.013,0.061,0.0,-0.061
2025-11-08 17:04:15.768,248,10,0.014,-0.009,1.013,0.122,0.061,0.0
2025-11-08 17:04:15.769,249,10,0.014,-0.009,1.012,0.183,0.0,0.061
2025-11-08 17:04:15.770,250,10,0.013,-0.009,1.011,-0.061,0.061,0.0
2025-11-08 17:04:15.770,251,10,0.013,-0.008,1.013,-0.061,0.061,-0.122
2025-11-08 17:04:15.828,252,10,0.013,-0.01,1.013,0.122,0.0,0.061
2025-11-08 17:04:15.828,253,10,0.013,-0.009,1.012,0.0,-0.061,0.0
2025-11-08 17:04:15.828,254,10,0.012,-0.008,1.014,0.122,0.061,0.061
2025-11-08 17:04:15.829,255,10,0.013,-0.009,1.012,0.183,-0.122,0.061
2025-11-08 17:04:15.830,256,10,0.014,-0.01,1.012,0.061,0.061,-0.061
2025-11-08 17:04:15.830,257,10,0.012,-0.009,1.013,0.061,0.0,-0.183
2025-11-08 17:04:15.888,258,10,0.012,-0.009,1.012,0.122,-0.122,0.061
2025-11-08 17:04:15.888,259,10,0.014,-0.009,1.012,0.0,0.0,-0.122
2025-11-08 17:04:15.888,260,10,0.014,-0.009,1.013,0.061,0.061,0.183
2025-11-08 17:04:15.889,261,10,0.014,-0.009,1.013,0.122,-0.122,0.0
